# v_px_y v_px_z v_py_z c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
# total number of atoms: ${natoms}
# Timestep: 24000000
0 0.0336359 0.0192956 0.00743875 0.00127869 0.00153091 0.00150733 
0.005 0.033609 0.0192687 0.0074111 0.00127208 0.00152428 0.0015004 
0.01 0.0335299 0.0191899 0.00732993 0.00125265 0.00150481 0.00148004 
0.015 0.0334037 0.0190639 0.00720027 0.0012216 0.00147369 0.00144753 
0.02 0.0332377 0.0188982 0.00702971 0.00118075 0.00143275 0.00140475 
0.025 0.0330407 0.0187016 0.00682742 0.00113227 0.00138419 0.00135402 
0.03 0.0328223 0.0184836 0.00660317 0.00107851 0.00133033 0.00129778 
0.035 0.0325917 0.0182532 0.00636634 0.0010217 0.00127343 0.00123838 
0.04 0.0323568 0.0180186 0.00612525 0.000963835 0.00121548 0.0011779 
0.045 0.0321245 0.0177864 0.00588673 0.000906551 0.00115813 0.00111806 
0.05 0.0318996 0.0175617 0.00565597 0.0008511 0.00110263 0.00106015 
0.055 0.0316857 0.0173479 0.00543655 0.000798351 0.00104984 0.00100508 
0.06 0.0314851 0.0171472 0.00523069 0.000748846 0.00100031 0.000953403 
0.065 0.0312987 0.0169608 0.00503951 0.000702863 0.0009543 0.000905399 
0.07 0.0311268 0.016789 0.00486334 0.000660486 0.0009119 0.000861148 
0.075 0.0309694 0.0166314 0.00470197 0.000621672 0.000873061 0.000820603 
0.08 0.0308291 0.0164911 0.00455835 0.000587132 0.000838487 0.000784498 
0.09 0.0305807 0.0162427 0.0043044 0.000526065 0.00077733 0.000720629 
0.1 0.0303806 0.0160426 0.00410042 0.000476997 0.00072814 0.00066929 
0.11 0.0302247 0.0158869 0.0039422 0.000438871 0.000689871 0.000629456 
0.12 0.0301091 0.0157717 0.00382575 0.000410692 0.000661542 0.000600164 
0.13 0.0300294 0.0156927 0.00374642 0.000391342 0.000642045 0.000580291 
0.14 0.0299803 0.0156444 0.00369849 0.000379461 0.000630021 0.000568424 
0.15 0.0299555 0.0156204 0.00367527 0.000373473 0.000623888 0.000562884 
0.16 0.029951 0.0156168 0.00367253 0.000372388 0.000622655 0.0005626 
0.18 0.0299624 0.015629 0.0036868 0.000374974 0.000624952 0.000567082 
0.2 0.0299825 0.0156487 0.00370847 0.000379433 0.000629176 0.000573446 
0.22 0.0299912 0.0156563 0.00371746 0.000381057 0.000630644 0.00057656 
0.24 0.0299832 0.0156478 0.00370948 0.000378886 0.000628305 0.000575215 
0.26 0.0299629 0.0156282 0.0036898 0.000374102 0.000623234 0.000570527 
0.28 0.0299376 0.0156042 0.00366589 0.000368329 0.000617134 0.000564285 
0.3 0.0299124 0.0155799 0.00364227 0.000362527 0.000611209 0.000557756 
0.32 0.0298899 0.0155574 0.00362039 0.000357072 0.000606111 0.000551661 
0.36 0.0298531 0.015519 0.00358144 0.000347719 0.000597814 0.000541276 
0.4 0.0298336 0.0154978 0.00355669 0.000342155 0.000593283 0.00053495 
0.44 0.0298325 0.0154958 0.00355074 0.00034023 0.000592237 0.000533316 
0.48 0.029837 0.0155014 0.00355372 0.000340239 0.000592361 0.00053401 
0.52 0.0298354 0.0155014 0.00355331 0.000340224 0.000591222 0.000534139 
0.56 0.0298282 0.0154931 0.00354829 0.000339354 0.000588909 0.000532448 
0.6 0.0298192 0.0154819 0.00354117 0.000337522 0.000586688 0.000529371 
0.64 0.0298116 0.0154721 0.00353146 0.000335353 0.000584912 0.000526328 
0.72 0.0297965 0.0154596 0.00351452 0.000331599 0.00058241 0.000523779 
0.8 0.0297852 0.0154515 0.00350612 0.000329268 0.000580677 0.000522911 
0.88 0.0297819 0.0154472 0.00350197 0.000327558 0.000580069 0.000521244 
0.96 0.0297741 0.0154434 0.00349188 0.000325617 0.000578134 0.00051887 
1.04 0.0297684 0.0154371 0.00348784 0.000324683 0.000574646 0.000517495 
1.12 0.0297605 0.0154329 0.00348421 0.00032398 0.000573179 0.000515507 
1.2 0.0297514 0.0154303 0.00347739 0.000323416 0.00057293 0.00051492 
1.28 0.0297499 0.0154288 0.0034774 0.000322809 0.000572518 0.000514193 
1.44 0.0297408 0.0154179 0.00346708 0.000320163 0.000570379 0.000512751 
1.6 0.0297356 0.0154103 0.00345773 0.000317595 0.000568371 0.00051005 
1.76 0.0297244 0.0154016 0.00344782 0.000315941 0.000566709 0.000507139 
1.92 0.0297235 0.0153935 0.00343886 0.000314843 0.000565297 0.000506185 
2.08 0.0297151 0.0153861 0.003433 0.000313125 0.000562795 0.000505064 
2.24 0.0297104 0.0153814 0.00343378 0.000311394 0.000560839 0.000503515 
2.4 0.0297088 0.0153745 0.00342835 0.000310094 0.000561044 0.000503898 
2.56 0.0297031 0.0153732 0.00342412 0.000308399 0.000559902 0.000502401 
2.88 0.0296964 0.0153672 0.00341742 0.000305647 0.000558036 0.000500111 
3.2 0.0296885 0.0153606 0.00340635 0.000304622 0.000556151 0.000497797 
3.52 0.0296792 0.0153511 0.00339862 0.000302995 0.000554418 0.000496357 
3.84 0.0296763 0.015347 0.00339166 0.000301736 0.000553712 0.000495514 
4.16 0.0296695 0.0153414 0.00338804 0.000300121 0.000551644 0.000492851 
4.48 0.0296638 0.0153329 0.00338205 0.000299448 0.000549112 0.000492821 
4.8 0.0296625 0.0153314 0.00337961 0.00029889 0.000548761 0.000492083 
5.12 0.0296581 0.0153276 0.00337337 0.000297024 0.000548955 0.000490626 
5.76 0.0296503 0.0153196 0.00336792 0.000295166 0.000547476 0.000487254 
6.4 0.0296469 0.0153148 0.00336082 0.000293619 0.000545782 0.000486873 
7.04 0.0296427 0.0153072 0.00335561 0.000292329 0.000543402 0.00048489 
7.68 0.0296336 0.0153025 0.00335103 0.000291451 0.000542125 0.000483103 
8.32 0.0296311 0.0152975 0.00335021 0.000289848 0.000541003 0.00048138 
8.96 0.0296197 0.0152892 0.00334204 0.000289166 0.000540166 0.000480307 
9.6 0.029617 0.0152888 0.00333792 0.000287376 0.000538232 0.000479811 
10.24 0.0296134 0.0152845 0.00333562 0.000286933 0.000537737 0.00047909 
11.52 0.0296037 0.0152786 0.00332436 0.000285899 0.000536457 0.00047681 
12.8 0.0296009 0.0152692 0.00332036 0.000283895 0.000534369 0.000476248 
14.08 0.0295955 0.0152641 0.00331598 0.000283 0.000532922 0.00047484 
15.36 0.0295895 0.01526 0.00331117 0.000281603 0.000531874 0.000472923 
16.64 0.0295848 0.0152545 0.00330546 0.000280633 0.000530973 0.000472499 
17.92 0.0295836 0.0152506 0.00330133 0.000279395 0.000530986 0.000471379 
