time G_t
0.96 0.00018914996600000002
1.04 0.0001887060393333333
1.12 0.0001882855466666667
1.2 0.00018823679133333333
1.28 0.00018817643866666668
1.44 0.00018802430599999998
1.6 0.00018764705466666666
1.76 0.00018761782800000003
1.92 0.00018779327799999998
2.08 0.00018762869866666666
2.24 0.00018743275066666668
2.4 0.000187305942
2.56 0.000187166664
2.88 0.00018714937533333332
3.2 0.00018700930066666664
3.52 0.00018677984199999998
3.84 0.0001867811426666667
4.16 0.00018681484133333334
4.48 0.0001865688026666667
4.8 0.00018654026066666665
5.12 0.000186569621
5.76 0.00018641624933333332
6.4 0.00018636792
7.04 0.00018628043833333332
7.68 0.00018619037399999997
8.32 0.00018615787833333334
8.96 0.00018611030600000002
9.6 0.00018602912566666668
10.24 0.00018599154099999997
11.52 0.00018590913600000002
12.8 0.0001858975776666667
14.08 0.00018579475033333334
15.36 0.00018572473133333337
16.64 0.00018570242199999999
17.92 0.00018569081066666668
19.2 0.00018564334533333334
20.48 0.00018559783833333333
23.04 0.00018556248600000002
25.6 0.00018554829199999998
28.16 0.000185516197
30.72 0.00018548103866666667
33.28 0.000185449738
35.84 0.00018544050566666667
38.4 0.00018538777333333334
40.96 0.00018536594133333333
46.08 0.00018533515833333333
51.2 0.00018534469
56.32 0.00018532107333333334
61.44 0.00018527721733333332
66.56 0.00018527798733333333
71.68 0.00018526945100000002
76.8 0.00018525209566666665
81.92 0.000185227084
92.16 0.00018520123566666665
102.4 0.0001851699263333333
112.64 0.00018513313100000002
122.88 0.00018515242533333334
133.12 0.00018511486466666664
143.36 0.00018509383666666666
153.6 0.00018510062866666666
163.84 0.00018511136533333334
184.32 0.0001850876163333333
